event,n_tracks,sigma_scatt,sigma_res,phi_max,epsilon,wall_time_s,efficiency,ghost_rate,clone_fraction,mean_purity,hit_efficiency,n_candidates,n_reconstructible
12,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.0,1.0,0.0,0.0,0.0,1,10
13,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.0,1.0,0.0,0.0,0.0,1,10
14,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
15,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.1,0.5,0.0,1.0,1.0,2,10
16,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.4,0.3333333333333333,0.0,1.0,1.0,6,10
17,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.3,0.25,0.0,1.0,1.0,4,10
18,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.0,1.0,0.0,0.0,0.0,1,10
19,10,0.0001,0.05,0.02,0.015751537045137484,0.04,0.3,0.25,0.0,1.0,1.0,4,10
0,20,0.0001,0.05,0.02,0.015751537045137484,0.34,0.1,0.3333333333333333,0.0,1.0,1.0,3,20
1,20,0.0001,0.05,0.02,0.015751537045137484,0.34,0.05,0.5,0.0,1.0,1.0,2,20
2,20,0.0001,0.05,0.02,0.015751537045137484,0.33,0.45,0.18181818181818182,0.0,1.0,1.0,11,20
3,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.05,0.5,0.0,0.8333333333333334,1.0,2,20
4,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.0,1.0,0.0,0.0,0.0,1,20
5,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.0,1.0,0.0,0.0,0.0,1,20
6,20,0.0001,0.05,0.02,0.015751537045137484,0.36,0.0,1.0,0.0,0.0,0.0,1,20
7,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.15,0.5,0.0,1.0,1.0,6,20
8,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.0,1.0,0.0,0.0,0.0,1,20
9,20,0.0001,0.05,0.02,0.015751537045137484,0.36,0.0,1.0,0.0,0.0,0.0,1,20
10,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.2,0.2,0.0,1.0,1.0,5,20
11,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.1,0.5,0.0,1.0,1.0,4,20
12,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.0,1.0,0.0,0.0,0.0,2,20
13,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.3,0.14285714285714285,0.0,1.0,1.0,7,20
14,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.0,1.0,0.0,0.0,0.0,1,20
15,20,0.0001,0.05,0.02,0.015751537045137484,0.38,0.1,0.3333333333333333,0.0,1.0,1.0,3,20
16,20,0.0001,0.05,0.02,0.015751537045137484,0.36,0.0,1.0,0.0,0.0,0.0,1,20
17,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.2,0.2,0.0,1.0,1.0,5,20
18,20,0.0001,0.05,0.02,0.015751537045137484,0.36,0.05,0.5,0.0,1.0,1.0,2,20
19,20,0.0001,0.05,0.02,0.015751537045137484,0.35,0.0,1.0,0.0,0.0,0.0,1,20
0,50,0.0001,0.05,0.02,0.015751537045137484,5.43,0.0,1.0,0.0,0.0,0.0,1,50
1,50,0.0001,0.05,0.02,0.015751537045137484,6.47,0.0,1.0,0.0,0.0,0.0,1,50
2,50,0.0001,0.05,0.02,0.015751537045137484,4.96,0.0,1.0,0.0,0.0,0.0,1,50
3,50,0.0001,0.05,0.02,0.015751537045137484,4.9,0.0,1.0,0.0,0.0,0.0,1,50
4,50,0.0001,0.05,0.02,0.015751537045137484,5.06,0.0,1.0,0.0,0.0,0.0,1,50
5,50,0.0001,0.05,0.02,0.015751537045137484,4.95,0.0,1.0,0.0,0.0,0.0,1,50
6,50,0.0001,0.05,0.02,0.015751537045137484,4.84,0.0,1.0,0.0,0.0,0.0,1,50
7,50,0.0001,0.05,0.02,0.015751537045137484,5.2,0.0,1.0,0.0,0.0,0.0,1,50
8,50,0.0001,0.05,0.02,0.015751537045137484,5.39,0.0,1.0,0.0,0.0,0.0,1,50
9,50,0.0001,0.05,0.02,0.015751537045137484,4.99,0.0,1.0,0.0,0.0,0.0,1,50
10,50,0.0001,0.05,0.02,0.015751537045137484,4.85,0.0,1.0,0.0,0.0,0.0,1,50
11,50,0.0001,0.05,0.02,0.015751537045137484,5.06,0.0,1.0,0.0,0.0,0.0,1,50
12,50,0.0001,0.05,0.02,0.015751537045137484,4.99,0.0,1.0,0.0,0.0,0.0,1,50
13,50,0.0001,0.05,0.02,0.015751537045137484,5.23,0.0,1.0,0.0,0.0,0.0,1,50
14,50,0.0001,0.05,0.02,0.015751537045137484,4.93,0.0,1.0,0.0,0.0,0.0,1,50
15,50,0.0001,0.05,0.02,0.015751537045137484,7.41,0.0,1.0,0.0,0.0,0.0,1,50
16,50,0.0001,0.05,0.02,0.015751537045137484,5.24,0.0,1.0,0.0,0.0,0.0,1,50
17,50,0.0001,0.05,0.02,0.015751537045137484,5.13,0.0,1.0,0.0,0.0,0.0,1,50
18,50,0.0001,0.05,0.02,0.015751537045137484,5.27,0.0,1.0,0.0,0.0,0.0,1,50
19,50,0.0001,0.05,0.02,0.015751537045137484,4.85,0.0,1.0,0.0,0.0,0.0,1,50
0,100,0.0001,0.05,0.02,0.015751537045137484,63.75,0.0,1.0,0.0,0.0,0.0,1,100
1,100,0.0001,0.05,0.02,0.015751537045137484,74.07,0.0,1.0,0.0,0.0,0.0,1,100
2,100,0.0001,0.05,0.02,0.015751537045137484,64.52,0.0,1.0,0.0,0.0,0.0,1,100
3,100,0.0001,0.05,0.02,0.015751537045137484,66.46,0.0,1.0,0.0,0.0,0.0,1,100
4,100,0.0001,0.05,0.02,0.015751537045137484,63.14,0.0,1.0,0.0,0.0,0.0,1,100
5,100,0.0001,0.05,0.02,0.015751537045137484,89.25,0.0,1.0,0.0,0.0,0.0,1,100
6,100,0.0001,0.05,0.02,0.015751537045137484,119.66,0.0,1.0,0.0,0.0,0.0,1,100
7,100,0.0001,0.05,0.02,0.015751537045137484,60.91,0.0,1.0,0.0,0.0,0.0,1,100
8,100,0.0001,0.05,0.02,0.015751537045137484,66.54,0.0,1.0,0.0,0.0,0.0,1,100
9,100,0.0001,0.05,0.02,0.015751537045137484,82.87,0.0,1.0,0.0,0.0,0.0,1,100
10,100,0.0001,0.05,0.02,0.015751537045137484,66.13,0.0,1.0,0.0,0.0,0.0,1,100
11,100,0.0001,0.05,0.02,0.015751537045137484,67.91,0.0,1.0,0.0,0.0,0.0,1,100
12,100,0.0001,0.05,0.02,0.015751537045137484,65.7,0.0,1.0,0.0,0.0,0.0,1,100
13,100,0.0001,0.05,0.02,0.015751537045137484,83.75,0.0,1.0,0.0,0.0,0.0,1,100
14,100,0.0001,0.05,0.02,0.015751537045137484,71.81,0.0,1.0,0.0,0.0,0.0,1,100
15,100,0.0001,0.05,0.02,0.015751537045137484,57.75,0.0,1.0,0.0,0.0,0.0,1,100
16,100,0.0001,0.05,0.02,0.015751537045137484,79.46,0.0,1.0,0.0,0.0,0.0,1,100
17,100,0.0001,0.05,0.02,0.015751537045137484,63.74,0.0,1.0,0.0,0.0,0.0,1,100
18,100,0.0001,0.05,0.02,0.015751537045137484,89.23,0.0,1.0,0.0,0.0,0.0,1,100
19,100,0.0001,0.05,0.02,0.015751537045137484,54.99,0.0,1.0,0.0,0.0,0.0,1,100
0,10,0.0001,0.0,0.2,0.0004247940677551889,0.05,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.0,0.2,0.0004247940677551889,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.0,0.2,0.0004247940677551889,0.03,1.0,0.0,0.0,1.0,1.0,10,10
0,20,0.0001,0.0,0.2,0.0004247940677551889,0.27,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0001,0.0,0.2,0.0004247940677551889,0.23,1.0,0.0,0.0,1.0,1.0,20,20
4,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
11,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
12,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0001,0.0,0.2,0.0004247940677551889,0.23,1.0,0.0,0.0,1.0,1.0,20,20
16,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
17,20,0.0001,0.0,0.2,0.0004247940677551889,0.23,0.95,0.0,0.0,1.0,1.0,19,20
18,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
19,20,0.0001,0.0,0.2,0.0004247940677551889,0.25,1.0,0.0,0.0,1.0,1.0,20,20
0,50,0.0001,0.0,0.2,0.0004247940677551889,4.09,0.88,0.0,0.0,1.0,1.0,44,50
1,50,0.0001,0.0,0.2,0.0004247940677551889,4.8,1.0,0.0,0.0,1.0,1.0,50,50
2,50,0.0001,0.0,0.2,0.0004247940677551889,4.58,1.0,0.0,0.0,1.0,1.0,50,50
3,50,0.0001,0.0,0.2,0.0004247940677551889,3.64,0.82,0.0,0.0,1.0,1.0,41,50
4,50,0.0001,0.0,0.2,0.0004247940677551889,4.46,1.0,0.0,0.0,1.0,1.0,50,50
5,50,0.0001,0.0,0.2,0.0004247940677551889,4.75,1.0,0.0,0.0,1.0,1.0,50,50
6,50,0.0001,0.0,0.2,0.0004247940677551889,4.75,1.0,0.0,0.0,1.0,1.0,50,50
7,50,0.0001,0.0,0.2,0.0004247940677551889,4.75,1.0,0.0,0.0,1.0,1.0,50,50
8,50,0.0001,0.0,0.2,0.0004247940677551889,4.79,1.0,0.0,0.0,1.0,1.0,50,50
9,50,0.0001,0.0,0.2,0.0004247940677551889,4.78,1.0,0.0,0.0,1.0,1.0,50,50
10,50,0.0001,0.0,0.2,0.0004247940677551889,4.76,1.0,0.0,0.0,1.0,1.0,50,50
11,50,0.0001,0.0,0.2,0.0004247940677551889,4.24,0.96,0.0,0.0,1.0,1.0,48,50
12,50,0.0001,0.0,0.2,0.0004247940677551889,4.77,1.0,0.0,0.0,1.0,1.0,50,50
13,50,0.0001,0.0,0.2,0.0004247940677551889,3.67,0.82,0.0,0.0,1.0,1.0,41,50
14,50,0.0001,0.0,0.2,0.0004247940677551889,4.71,1.0,0.0,0.0,1.0,1.0,50,50
15,50,0.0001,0.0,0.2,0.0004247940677551889,4.76,1.0,0.0,0.0,1.0,1.0,50,50
16,50,0.0001,0.0,0.2,0.0004247940677551889,4.59,1.0,0.0,0.0,1.0,1.0,50,50
17,50,0.0001,0.0,0.2,0.0004247940677551889,4.76,1.0,0.0,0.0,1.0,1.0,50,50
18,50,0.0001,0.0,0.2,0.0004247940677551889,4.76,1.0,0.0,0.0,1.0,1.0,50,50
19,50,0.0001,0.0,0.2,0.0004247940677551889,4.53,1.0,0.0,0.0,1.0,1.0,50,50
0,100,0.0001,0.0,0.2,0.0004247940677551889,60.46,1.0,0.0,0.0,1.0,1.0,100,100
1,100,0.0001,0.0,0.2,0.0004247940677551889,64.6,1.0,0.0,0.0,1.0,1.0,100,100
2,100,0.0001,0.0,0.2,0.0004247940677551889,65.92,1.0,0.0,0.0,1.0,1.0,100,100
3,100,0.0001,0.0,0.2,0.0004247940677551889,66.17,1.0,0.0,0.0,1.0,1.0,100,100
4,100,0.0001,0.0,0.2,0.0004247940677551889,63.96,1.0,0.0,0.0,1.0,1.0,100,100
5,100,0.0001,0.0,0.2,0.0004247940677551889,64.67,1.0,0.0,0.0,1.0,1.0,100,100
6,100,0.0001,0.0,0.2,0.0004247940677551889,66.12,1.0,0.0,0.0,1.0,1.0,100,100
7,100,0.0001,0.0,0.2,0.0004247940677551889,65.11,1.0,0.0,0.0,1.0,1.0,100,100
8,100,0.0001,0.0,0.2,0.0004247940677551889,62.33,1.0,0.0,0.0,1.0,1.0,100,100
9,100,0.0001,0.0,0.2,0.0004247940677551889,66.17,1.0,0.0,0.0,1.0,1.0,100,100
10,100,0.0001,0.0,0.2,0.0004247940677551889,63.7,1.0,0.0,0.0,1.0,1.0,100,100
11,100,0.0001,0.0,0.2,0.0004247940677551889,65.16,1.0,0.0,0.0,1.0,1.0,100,100
12,100,0.0001,0.0,0.2,0.0004247940677551889,62.04,1.0,0.0,0.0,1.0,1.0,100,100
13,100,0.0001,0.0,0.2,0.0004247940677551889,65.05,1.0,0.0,0.0,1.0,1.0,100,100
14,100,0.0001,0.0,0.2,0.0004247940677551889,66.32,1.0,0.0,0.0,1.0,1.0,100,100
15,100,0.0001,0.0,0.2,0.0004247940677551889,64.81,1.0,0.0,0.0,1.0,0.998,100,100
16,100,0.0001,0.0,0.2,0.0004247940677551889,65.12,1.0,0.0,0.0,1.0,1.0,100,100
17,100,0.0001,0.0,0.2,0.0004247940677551889,64.19,1.0,0.0,0.0,1.0,1.0,100,100
18,100,0.0001,0.0,0.2,0.0004247940677551889,60.0,1.0,0.0,0.0,1.0,1.0,100,100
19,100,0.0001,0.0,0.2,0.0004247940677551889,64.06,1.0,0.0,0.0,1.0,1.0,100,100
0,10,0.0001,0.005,0.2,0.0016308858027061653,0.05,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.005,0.2,0.0016308858027061653,0.03,0.9,0.0,0.0,1.0,1.0,9,10
2,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
10,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
11,10,0.0001,0.005,0.2,0.0016308858027061653,0.03,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
18,10,0.0001,0.005,0.2,0.0016308858027061653,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.005,0.2,0.0016308858027061653,0.02,0.6,0.0,0.0,1.0,1.0,6,10
0,20,0.0001,0.005,0.2,0.0016308858027061653,0.32,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0001,0.005,0.2,0.0016308858027061653,0.32,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0001,0.005,0.2,0.0016308858027061653,0.32,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
4,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
5,20,0.0001,0.005,0.2,0.0016308858027061653,0.32,1.0,0.0,0.0,1.0,1.0,20,20
6,20,0.0001,0.005,0.2,0.0016308858027061653,0.3,1.0,0.0,0.0,1.0,1.0,20,20
7,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
8,20,0.0001,0.005,0.2,0.0016308858027061653,0.32,1.0,0.0,0.0,1.0,1.0,20,20
9,20,0.0001,0.005,0.2,0.0016308858027061653,0.29,1.0,0.0,0.0,1.0,1.0,20,20
10,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
11,20,0.0001,0.005,0.2,0.0016308858027061653,0.3,0.95,0.0,0.0,1.0,1.0,19,20
12,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
13,20,0.0001,0.005,0.2,0.0016308858027061653,0.3,1.0,0.0,0.0,1.0,1.0,20,20
14,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
15,20,0.0001,0.005,0.2,0.0016308858027061653,0.33,1.0,0.0,0.0,1.0,1.0,20,20
16,20,0.0001,0.005,0.2,0.0016308858027061653,0.31,1.0,0.0,0.0,1.0,1.0,20,20
17,20,0.0001,0.005,0.2,0.0016308858027061653,0.32,1.0,0.0,0.0,1.0,1.0,20,20
18,20,0.0001,0.005,0.2,0.0016308858027061653,0.29,0.95,0.0,0.0,1.0,1.0,19,20
19,20,0.0001,0.005,0.2,0.0016308858027061653,0.34,1.0,0.0,0.0,1.0,1.0,20,20
0,50,0.0001,0.005,0.2,0.0016308858027061653,4.78,1.0,0.0,0.0,1.0,1.0,50,50
1,50,0.0001,0.005,0.2,0.0016308858027061653,5.93,1.0,0.0,0.0,1.0,1.0,50,50
2,50,0.0001,0.005,0.2,0.0016308858027061653,5.14,0.88,0.0,0.0,1.0,1.0,44,50
3,50,0.0001,0.005,0.2,0.0016308858027061653,5.87,1.0,0.0,0.0,1.0,1.0,50,50
4,50,0.0001,0.005,0.2,0.0016308858027061653,6.21,0.98,0.0,0.0,1.0,1.0,49,50
5,50,0.0001,0.005,0.2,0.0016308858027061653,6.22,1.0,0.0,0.0,1.0,1.0,50,50
6,50,0.0001,0.005,0.2,0.0016308858027061653,6.51,1.0,0.0,0.0,1.0,1.0,50,50
7,50,0.0001,0.005,0.2,0.0016308858027061653,5.0,0.8,0.0,0.0,1.0,1.0,40,50
8,50,0.0001,0.005,0.2,0.0016308858027061653,6.51,1.0,0.0,0.0,1.0,1.0,50,50
9,50,0.0001,0.005,0.2,0.0016308858027061653,6.38,1.0,0.0,0.0,1.0,1.0,50,50
10,50,0.0001,0.005,0.2,0.0016308858027061653,6.01,1.0,0.0,0.0,1.0,1.0,50,50
11,50,0.0001,0.005,0.2,0.0016308858027061653,6.75,1.0,0.0,0.0,1.0,1.0,50,50
12,50,0.0001,0.005,0.2,0.0016308858027061653,6.0,1.0,0.0,0.0,1.0,1.0,50,50
13,50,0.0001,0.005,0.2,0.0016308858027061653,6.15,1.0,0.0,0.0,1.0,1.0,50,50
14,50,0.0001,0.005,0.2,0.0016308858027061653,4.96,1.0,0.0,0.0,1.0,1.0,50,50
15,50,0.0001,0.005,0.2,0.0016308858027061653,6.56,1.0,0.0,0.0,1.0,1.0,50,50
16,50,0.0001,0.005,0.2,0.0016308858027061653,6.82,1.0,0.0,0.0,1.0,1.0,50,50
17,50,0.0001,0.005,0.2,0.0016308858027061653,6.47,1.0,0.0,0.0,1.0,1.0,50,50
18,50,0.0001,0.005,0.2,0.0016308858027061653,5.36,1.0,0.0,0.0,1.0,1.0,50,50
19,50,0.0001,0.005,0.2,0.0016308858027061653,5.05,0.98,0.0,0.0,1.0,1.0,49,50
0,100,0.0001,0.005,0.2,0.0016308858027061653,66.41,1.0,0.0,0.0,1.0,1.0,100,100
1,100,0.0001,0.005,0.2,0.0016308858027061653,65.52,1.0,0.0,0.0,1.0,1.0,100,100
2,100,0.0001,0.005,0.2,0.0016308858027061653,64.03,1.0,0.0,0.0,1.0,1.0,100,100
3,100,0.0001,0.005,0.2,0.0016308858027061653,61.39,1.0,0.0,0.0,1.0,1.0,100,100
4,100,0.0001,0.005,0.2,0.0016308858027061653,62.61,1.0,0.0,0.0,1.0,1.0,100,100
5,100,0.0001,0.005,0.2,0.0016308858027061653,53.13,1.0,0.0,0.0,1.0,1.0,100,100
6,100,0.0001,0.005,0.2,0.0016308858027061653,36.86,0.91,0.0,0.0,1.0,1.0,91,100
7,100,0.0001,0.005,0.2,0.0016308858027061653,44.52,1.0,0.0,0.0,1.0,1.0,100,100
8,100,0.0001,0.005,0.2,0.0016308858027061653,44.78,1.0,0.0,0.0,1.0,1.0,100,100
9,100,0.0001,0.005,0.2,0.0016308858027061653,44.74,0.98,0.0,0.0,1.0,1.0,98,100
10,100,0.0001,0.005,0.2,0.0016308858027061653,44.76,1.0,0.0,0.0,1.0,0.998,100,100
11,100,0.0001,0.005,0.2,0.0016308858027061653,31.97,0.75,0.0,0.0,1.0,1.0,75,100
12,100,0.0001,0.005,0.2,0.0016308858027061653,44.74,0.72,0.13253012048192772,0.0,1.0,1.0,83,100
13,100,0.0001,0.005,0.2,0.0016308858027061653,44.32,1.0,0.0,0.0,1.0,1.0,100,100
14,100,0.0001,0.005,0.2,0.0016308858027061653,45.22,1.0,0.0,0.0,1.0,1.0,100,100
15,100,0.0001,0.005,0.2,0.0016308858027061653,41.44,0.98,0.010101010101010102,0.0,1.0,1.0,99,100
16,100,0.0001,0.005,0.2,0.0016308858027061653,45.4,1.0,0.0,0.0,1.0,1.0,100,100
17,100,0.0001,0.005,0.2,0.0016308858027061653,45.5,1.0,0.0,0.0,1.0,1.0,100,100
18,100,0.0001,0.005,0.2,0.0016308858027061653,47.19,1.0,0.0,0.0,1.0,1.0,100,100
19,100,0.0001,0.005,0.2,0.0016308858027061653,46.63,1.0,0.0,0.0,1.0,1.0,100,100
0,10,0.0001,0.01,0.2,0.0031777035588293387,0.05,1.0,0.0,0.0,1.0,1.0,10,10
1,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
2,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
3,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
4,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
5,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
6,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
7,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
8,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
9,10,0.0001,0.01,0.2,0.0031777035588293387,0.03,0.7,0.0,0.0,1.0,1.0,7,10
10,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,0.6,0.25,0.0,1.0,1.0,8,10
11,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
12,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
13,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
14,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
15,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
16,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
17,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,0.8,0.1111111111111111,0.0,1.0,1.0,9,10
18,10,0.0001,0.01,0.2,0.0031777035588293387,0.04,1.0,0.0,0.0,1.0,1.0,10,10
19,10,0.0001,0.01,0.2,0.0031777035588293387,0.03,0.8,0.0,0.0,1.0,1.0,8,10
0,20,0.0001,0.01,0.2,0.0031777035588293387,0.32,1.0,0.0,0.0,1.0,1.0,20,20
1,20,0.0001,0.01,0.2,0.0031777035588293387,0.31,1.0,0.0,0.0,1.0,1.0,20,20
2,20,0.0001,0.01,0.2,0.0031777035588293387,0.31,1.0,0.0,0.0,1.0,1.0,20,20
3,20,0.0001,0.01,0.2,0.0031777035588293387,0.3,1.0,0.0,0.0,1.0,1.0,20,20
4,20,0.0001,0.01,0.2,0.0031777035588293387,0.31,1.0,0.0,0.0,1.0,1.0,20,20
