sigma_res,sigma_scatt,n_trk,sol_key,event_key,ham_key,max_abs_x,excluded
0.05,0.0005,20,sol_7b39c9e0e59b671b,ev_d248bd0b3630,hm_af8fc4d5852f,0.5670102834701538,False
0.05,0.0003,100,sol_25c70e7201521f01,ev_d2548c22850d,hm_8c986396d3ec,1.4999865293502808,False
0.0,0.0005,20,sol_528162889c164297,ev_d29a1efc5cdd,hm_7a9cff01f511,0.4545454680919647,False
0.01,0.0003,400,sol_96220a1f177e713e,ev_d2a70c6c7fa6,hm_3298667cddaa,1.1416845321655273,False
0.05,0.0001,700,sol_21023ea2dfa2f26e,ev_d2ccd33cae74,hm_9108b6e19b67,1173.0,True
0.05,0.0003,400,sol_b8b35b96f872804c,ev_d390a5ce388b,hm_8c986396d3ec,1142.0018310546875,True
0.05,0.0005,50,sol_c29232b55dd62c9d,ev_d3b48f24225f,hm_af8fc4d5852f,0.6847772002220154,False
0.0,0.0005,1000,sol_f170cc4e325a86da,ev_d43334ce8d6f,hm_7a9cff01f511,2.624661922454834,False
0.0,0.0001,700,sol_693cb4dfdaed348c,ev_d4565e4d7a5e,hm_a00ad2a2c52a,0.5642531514167786,False
0.02,0.0003,100,sol_17c2d83bc912b6be,ev_d471c32bc143,hm_1602ff939866,0.8050053119659424,False
0.02,0.0003,10,sol_fba7828637f49e1e,ev_d47bfad6547b,hm_1602ff939866,0.4545454680919647,False
0.02,0.0003,1000,sol_36203e152726bd2e,ev_d4c1fb6ab255,hm_1602ff939866,8.878231048583984,False
0.02,0.0005,50,sol_4a0cc04a89055fc4,ev_d50ef84f77df,hm_f442e5139114,0.4545454680919647,False
0.02,0.0005,100,sol_93355d1f046f3d0a,ev_d51d0f848417,hm_f442e5139114,0.5999124050140381,False
0.02,0.0005,100,sol_9b81cd8f0c3ef01f,ev_d54b3f45c0f5,hm_f442e5139114,1.435181975364685,False
0.01,0.0005,1000,sol_6bf4ce8447d2acaf,ev_d6110c893166,hm_bd4d3751a16f,1.7620123624801636,False
0.0,0.0001,700,sol_9c70da2697c05742,ev_d617018fe14b,hm_a00ad2a2c52a,0.5641376376152039,False
0.0,0.0001,50,sol_9272f1ec792744be,ev_d61f6b6aa377,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,100,sol_d1b7dca0ca101de9,ev_d6425f939f44,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0005,20,sol_9933214f1cf9a536,ev_d6b66ce03a05,hm_af8fc4d5852f,0.5670102834701538,False
0.01,0.0001,50,sol_9bcacab47ad159e0,ev_d6b852d59a78,hm_844cdcf42c7e,0.4545454680919647,False
0.01,0.0005,700,sol_f945c41589ffe71a,ev_d6c13468d565,hm_bd4d3751a16f,1.122602939605713,False
0.0,0.0003,200,sol_1b8ee79b7c2b85e8,ev_d6cf12c7ce6e,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0005,700,sol_f8984cd540bc632d,ev_d6dfa863cdde,hm_bd4d3751a16f,2.107443332672119,False
0.05,0.0001,20,sol_97be1575f8bc918e,ev_d6e667656480,hm_9108b6e19b67,0.5670102834701538,False
0.02,0.0001,200,sol_f4ab1272abf00ae8,ev_d6e87ca86116,hm_979a58ab8892,0.697895884513855,False
0.02,0.0005,10,sol_f9403147cfb9e872,ev_d6f93e6be54a,hm_f442e5139114,0.4545454680919647,False
0.01,0.0005,200,sol_33bb997ecbe44c9c,ev_d6fbdfc25f23,hm_bd4d3751a16f,0.7347732782363892,False
0.05,0.0003,200,sol_e80160414fe752ec,ev_d71881366c6c,hm_8c986396d3ec,3.0420150756835938,False
0.01,0.0003,20,sol_4bd2455c5a90eea7,ev_d735c26f2145,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0001,20,sol_451ca50b5d0b1d57,ev_d761eefd20b4,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0001,700,sol_24af1da01763c304,ev_d782099ce92c,hm_844cdcf42c7e,2.3571372032165527,False
0.01,0.0003,50,sol_2050b63d0f2e4435,ev_d79a4d702749,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0005,10,sol_681a5c041ba90782,ev_d7a1e99d72fe,hm_af8fc4d5852f,0.5670102834701538,False
0.01,0.0005,700,sol_f1fa69803ee0e7b0,ev_d80dd4a6f3bb,hm_bd4d3751a16f,2.2832155227661133,False
0.0,0.0001,20,sol_0e25c39f8acad391,ev_d81871236592,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0005,50,sol_9e60df633a06a4f8,ev_d82ba70ebf82,hm_af8fc4d5852f,0.7819446921348572,False
0.0,0.0003,1000,sol_07618443cb798b63,ev_d86dcd0d76db,hm_a0f8ed47a107,0.8754594326019287,False
0.01,0.0003,700,sol_e32aff7de7a896de,ev_d86f8aee5d80,hm_3298667cddaa,7.511467456817627,False
0.0,0.0005,1000,sol_b43df651bcd9547d,ev_d8f49cd3042f,hm_7a9cff01f511,0.8646733164787292,False
0.01,0.0005,1000,sol_848223c871b99a64,ev_d91afc42ff3c,hm_bd4d3751a16f,2.106229543685913,False
0.02,0.0005,700,sol_e309979e5d0e470a,ev_d91dab8d9252,hm_f442e5139114,6.662168979644775,False
0.01,0.0003,200,sol_0197c2dc025438b5,ev_d92309b05a79,hm_3298667cddaa,0.5669639110565186,False
0.05,0.0001,400,sol_49ccb2faeefaacc5,ev_d9497b245cb3,hm_9108b6e19b67,88.32251739501953,True
0.01,0.0003,100,sol_e9399bd69169da60,ev_d951f758220b,hm_3298667cddaa,0.5669752359390259,False
0.05,0.0005,100,sol_67794e57cf6f0ee9,ev_d9a98e9510be,hm_af8fc4d5852f,1.1775104999542236,False
0.05,0.0001,1000,sol_ee4be47eb371f294,ev_d9ab8976b109,hm_9108b6e19b67,776.2387084960938,True
0.02,0.0001,50,sol_0e30aa4c023b0ddf,ev_d9d8e46f5b59,hm_979a58ab8892,0.5998978614807129,False
0.05,0.0005,200,sol_c0ef2c6688d43d52,ev_d9dab8d188f9,hm_af8fc4d5852f,3.160782814025879,False
0.0,0.0005,400,sol_240b99945a28d3f8,ev_d9eb6e56984c,hm_7a9cff01f511,0.685021698474884,False
0.05,0.0003,20,sol_52d5142dcb66940f,ev_da14b87b80b5,hm_8c986396d3ec,0.7349397540092468,False
0.0,0.0003,200,sol_bcb154849d48cdc6,ev_da3fbb1bbbb6,hm_a0f8ed47a107,0.5669743418693542,False
0.05,0.0003,200,sol_d1c35e06c34476b6,ev_da8ad07d2124,hm_8c986396d3ec,5.602028846740723,False
0.0,0.0001,10,sol_7205d3a459f97986,ev_daa7a322f358,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0003,700,sol_b3329584a201b472,ev_db24dd7776c5,hm_3298667cddaa,1.4999407529830933,False
0.02,0.0005,50,sol_43f3bbbfa16d7659,ev_dbd5c7a30111,hm_f442e5139114,0.5670039057731628,False
0.01,0.0003,50,sol_047e6295ec7b4f05,ev_dbe2137666a2,hm_3298667cddaa,0.4545454680919647,False
0.01,0.0001,100,sol_d37cda82eeae4940,ev_dc092f7dc415,hm_844cdcf42c7e,0.5999512076377869,False
0.02,0.0001,100,sol_967ed68fbcbc3262,ev_dc1a3cd5b285,hm_979a58ab8892,0.5669769048690796,False
0.02,0.0005,700,sol_00d5b56e6236541f,ev_dc9b34ebbbb3,hm_f442e5139114,3.849783420562744,False
0.01,0.0001,200,sol_b56df16ad4869ebd,ev_dcaf71e8a974,hm_844cdcf42c7e,0.6980374455451965,False
0.02,0.0003,400,sol_bf780c9aab8b4629,ev_dcb48ece5280,hm_1602ff939866,1.3887851238250732,False
0.05,0.0003,700,sol_95448fc0588d8326,ev_dcc4de386ae4,hm_8c986396d3ec,548.9209594726562,True
0.02,0.0003,400,sol_d75ee30ac1ecebc3,ev_dccb1510c7b5,hm_1602ff939866,1.2781554460525513,False
0.02,0.0005,200,sol_a0656b7ca639259b,ev_dd1e886df43b,hm_f442e5139114,0.9519362449645996,False
0.01,0.0001,200,sol_0cf92f82e07e243f,ev_dd46e4b116e5,hm_844cdcf42c7e,1.084233283996582,False
0.02,0.0003,700,sol_87fc5dc7b94eea57,ev_dd48dc1fa16e,hm_1602ff939866,2.0880510807037354,False
0.02,0.0003,20,sol_95a64069849f1fc2,ev_dd4aa380a766,hm_1602ff939866,0.4545454680919647,False
0.0,0.0003,100,sol_6b363fa3d726918c,ev_dd5f59989ba7,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0005,20,sol_c4cb5944cb4a840d,ev_dd6e0b28e0ba,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0005,20,sol_48394f4290d57a61,ev_dd757177b9d7,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0003,400,sol_489b36cbfe90cc5e,ev_dd7720232785,hm_1602ff939866,1.4347538948059082,False
0.05,0.0005,100,sol_e1b0f9815896b469,ev_dd781fd7d1d2,hm_af8fc4d5852f,2.4825971126556396,False
0.05,0.0003,10,sol_21b6346f2dc9e17b,ev_dd8cc5416944,hm_8c986396d3ec,0.4545454680919647,False
0.01,0.0003,50,sol_77723829c2c321ff,ev_ddc0dd46b3d5,hm_3298667cddaa,0.4545454680919647,False
0.02,0.0005,100,sol_25b77c1b042f0752,ev_ddca0ad590cd,hm_f442e5139114,0.6981485486030579,False
0.01,0.0003,10,sol_6c7c45a3fc560e73,ev_ddd93fc234cf,hm_3298667cddaa,0.4545454680919647,False
0.05,0.0003,400,sol_3b26faa888582cb7,ev_dde261de600a,hm_8c986396d3ec,45585.54296875,True
0.02,0.0001,50,sol_353a5dd75ee7fc0a,ev_ddf75a6b1fa3,hm_979a58ab8892,0.4545454680919647,False
0.02,0.0001,10,sol_dc6178e12dd5f9b9,ev_de30839c08d1,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0005,1000,sol_add4c868d7b7ad99,ev_de42c6c21434,hm_af8fc4d5852f,974.9766845703125,True
0.01,0.0005,10,sol_dbae601c1761a0a4,ev_de7da404792d,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0003,20,sol_455d8866a1aa43f3,ev_ded897820273,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0001,1000,sol_09f742bff3869b07,ev_df39b8a8ca11,hm_979a58ab8892,11.310765266418457,False
0.05,0.0005,400,sol_1dbb36fcbc862aad,ev_df5d49439e10,hm_af8fc4d5852f,13.856684684753418,False
0.0,0.0003,10,sol_6f6ab388ab7e6f29,ev_df915e55d1f1,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0001,100,sol_f5195e825f040a55,ev_df95fcae35c8,hm_979a58ab8892,0.5998282432556152,False
0.01,0.0001,50,sol_9723b0c21288f398,ev_dfde2ecb7e55,hm_844cdcf42c7e,0.5669755339622498,False
0.01,0.0005,10,sol_51605c5b38c4f956,ev_dff21824be0a,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0005,400,sol_e7f477faf25b7f12,ev_e09598cfa73f,hm_7a9cff01f511,1.411612629890442,False
0.05,0.0005,200,sol_226c4f67ef2610f6,ev_e09b82e83fc6,hm_af8fc4d5852f,23.107276916503906,False
0.05,0.0003,200,sol_aebe1c4e1be8a03c,ev_e09dfbf4587e,hm_8c986396d3ec,378.8070983886719,True
0.05,0.0001,100,sol_e389641fcfc75fba,ev_e0a2f82e1ce4,hm_9108b6e19b67,1.43525230884552,False
0.05,0.0003,10,sol_bd1566b8bec7108f,ev_e0bf578d2972,hm_8c986396d3ec,0.4545454680919647,False
0.05,0.0005,20,sol_de78b1ed4171684b,ev_e0d1125421a1,hm_af8fc4d5852f,0.6000000238418579,False
0.01,0.0005,1000,sol_07c7957e2d40ccb0,ev_e10ceace5093,hm_bd4d3751a16f,1.6693872213363647,False
0.0,0.0005,20,sol_e19bbc43a9900ebf,ev_e10d44c2e525,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0001,400,sol_b5b8f52b3596e777,ev_e1570cd8ed10,hm_979a58ab8892,1.7613534927368164,False
0.01,0.0003,200,sol_e75d3597c796a3a4,ev_e16afb77cb08,hm_3298667cddaa,1.5000044107437134,False
0.02,0.0001,100,sol_770a41e0fb01c620,ev_e17536c5226d,hm_979a58ab8892,1.013743281364441,False
0.02,0.0003,10,sol_172cef072d63d2c2,ev_e17aa52c6699,hm_1602ff939866,0.4545454680919647,False
0.02,0.0003,1000,sol_d48591c737a726a4,ev_e1820db8d837,hm_1602ff939866,18.377283096313477,False
0.01,0.0001,100,sol_6e73e4ac67878c94,ev_e185f3b9cf5b,hm_844cdcf42c7e,0.5669752955436707,False
0.05,0.0001,10,sol_b245c53ca95748b8,ev_e19af8972da5,hm_9108b6e19b67,0.4545454680919647,False
0.0,0.0001,20,sol_1663593a0ed93548,ev_e1b4527f8c8c,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0005,400,sol_510c12be0b1fff15,ev_e201c5784121,hm_7a9cff01f511,0.599399209022522,False
0.02,0.0005,10,sol_9bb8ebdcf4fcf41c,ev_e21520db19c6,hm_f442e5139114,0.4545454680919647,False
0.0,0.0005,50,sol_b889819d5d49ba55,ev_e228a50ddd33,hm_7a9cff01f511,0.4545454680919647,False
0.0,0.0001,200,sol_4a6653938fc2b73b,ev_e23be380178e,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0001,400,sol_63dd1abb5b7845e2,ev_e24347eb1389,hm_9108b6e19b67,39.36668395996094,False
0.05,0.0001,200,sol_4ebe4bf1fdb642ff,ev_e26d1bd24415,hm_9108b6e19b67,2.241701126098633,False
0.05,0.0003,20,sol_a5a6ef2294ea6e54,ev_e2c931b28d11,hm_8c986396d3ec,0.5670102834701538,False
0.05,0.0005,200,sol_d83a82c6b9dc98c4,ev_e2de58c7946a,hm_af8fc4d5852f,17.91149139404297,False
0.05,0.0003,10,sol_b6e71f6ca9fed8b0,ev_e3005188c9e9,hm_8c986396d3ec,0.4545454680919647,False
0.05,0.0005,200,sol_5fc1f7f3f344e45f,ev_e33f00f905f1,hm_af8fc4d5852f,4.069195747375488,False
0.02,0.0003,400,sol_1376702c8533ff8f,ev_e34a72f999e6,hm_1602ff939866,1.4492334127426147,False
0.05,0.0001,50,sol_16e3e74e1c9da681,ev_e34f34db198f,hm_9108b6e19b67,0.6983245015144348,False
0.01,0.0005,10,sol_a75b7b175522cd54,ev_e3648261e6fb,hm_bd4d3751a16f,0.4545454680919647,False
0.05,0.0005,100,sol_d140b341ede208a9,ev_e379afdfe0ac,hm_af8fc4d5852f,1.7563353776931763,False
0.05,0.0001,700,sol_8d9da1d3479b8807,ev_e3a2c76c422e,hm_9108b6e19b67,1366.1195068359375,True
0.01,0.0005,700,sol_87a1d34bab254121,ev_e3a47772c27e,hm_bd4d3751a16f,1.3767361640930176,False
0.0,0.0001,20,sol_1d7b5d8b3fc70e97,ev_e3cf23a61837,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0003,20,sol_74cd0c99c49a3824,ev_e3db35d0256a,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0003,20,sol_3c10589333215304,ev_e4119ca51765,hm_8c986396d3ec,0.5670102834701538,False
0.01,0.0001,20,sol_fa77e6fa645c6955,ev_e430b4fa6e78,hm_844cdcf42c7e,0.4545454680919647,False
0.0,0.0003,700,sol_ed088af085e8dab6,ev_e472220b0968,hm_a0f8ed47a107,0.5999192595481873,False
0.02,0.0003,400,sol_39c3a6ec04711af4,ev_e48186ed34d8,hm_1602ff939866,1.9398949146270752,False
0.05,0.0005,1000,sol_60d02d04be22c603,ev_e4af0dab0375,hm_af8fc4d5852f,1267.5496826171875,True
0.01,0.0005,100,sol_b69a45a28d94a1fe,ev_e4b8cb213d67,hm_bd4d3751a16f,0.599961519241333,False
0.02,0.0003,1000,sol_6ef7569288a51df2,ev_e4dd638b24b8,hm_1602ff939866,97.4000015258789,True
0.05,0.0003,200,sol_4f61e989fc09cc83,ev_e4e2d1f745b7,hm_8c986396d3ec,4.425467491149902,False
0.02,0.0005,700,sol_df47542757540ea3,ev_e4e4a116ea4e,hm_f442e5139114,13.971638679504395,False
0.02,0.0003,1000,sol_5cecab10b6a7f70a,ev_e4f657773fb4,hm_1602ff939866,8.22452449798584,False
0.05,0.0003,400,sol_b1632ecb98d5cc0c,ev_e4fffd8ae9ae,hm_8c986396d3ec,17.079429626464844,False
0.05,0.0005,10,sol_ed2baa9484585247,ev_e50e3b93b384,hm_af8fc4d5852f,0.4545454680919647,False
0.05,0.0005,400,sol_b323ec8d0ecbb3ab,ev_e54fcaf8c94c,hm_af8fc4d5852f,20.577972412109375,False
0.05,0.0001,10,sol_9ef2983c348ab6db,ev_e5a23d26392b,hm_9108b6e19b67,0.6000000238418579,False
0.01,0.0003,400,sol_fa6366b227b3a4e3,ev_e5d8a91daf62,hm_3298667cddaa,0.6982781291007996,False
0.01,0.0005,1000,sol_c666a739ea13bb8f,ev_e5eb0ed84d8c,hm_bd4d3751a16f,2.1977901458740234,False
0.01,0.0003,200,sol_36d3bfcb446c45e8,ev_e604255d61bb,hm_3298667cddaa,0.5998667478561401,False
0.05,0.0001,400,sol_693c1471583c5eca,ev_e613340940c8,hm_9108b6e19b67,31.16864013671875,False
0.02,0.0001,100,sol_08afd56d6efa6891,ev_e623f6940424,hm_979a58ab8892,0.5998339056968689,False
0.0,0.0005,200,sol_1226b4f10ee4c48b,ev_e6f855b56819,hm_7a9cff01f511,0.5669615268707275,False
0.0,0.0005,700,sol_13532e55501acbca,ev_e70389340ca1,hm_7a9cff01f511,0.7339133024215698,False
0.01,0.0003,1000,sol_1d2592b87c589927,ev_e73714b23dab,hm_3298667cddaa,2.291639566421509,False
0.02,0.0001,20,sol_4109967cb6c79236,ev_e74ace44a068,hm_979a58ab8892,0.4545454680919647,False
0.0,0.0003,20,sol_7bb03202d8686086,ev_e765dcf13501,hm_a0f8ed47a107,0.4545454680919647,False
0.05,0.0005,100,sol_fcf17667cc2d02bb,ev_e7dcdf9fc38d,hm_af8fc4d5852f,0.9566500782966614,False
0.01,0.0005,200,sol_ceff4f2fffb1a1d9,ev_e7ed8e46952c,hm_bd4d3751a16f,0.7236762046813965,False
0.02,0.0003,700,sol_8bff2e5e018dc638,ev_e80b3952e711,hm_1602ff939866,1.7709009647369385,False
0.05,0.0005,700,sol_af50f34980c102e8,ev_e810d8601025,hm_af8fc4d5852f,14574.30859375,True
0.0,0.0001,50,sol_1b91a9de297972c0,ev_e816354ac9c3,hm_a00ad2a2c52a,0.4545454680919647,False
0.0,0.0005,700,sol_1b74f999848ddfee,ev_e864db6e0eca,hm_7a9cff01f511,0.7285503149032593,False
0.0,0.0001,50,sol_3d0676469cf13d53,ev_e87a2d28194e,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,50,sol_38ea5c100ba4b924,ev_e893ca9ff952,hm_bd4d3751a16f,0.4545454680919647,False
0.01,0.0001,50,sol_bde3920ac0e4dc81,ev_e899d6a70c1a,hm_844cdcf42c7e,0.4545454680919647,False
0.0,0.0003,20,sol_ade0f1f5660bc682,ev_e8a7abc11582,hm_a0f8ed47a107,0.4545454680919647,False
0.01,0.0005,10,sol_72ea4e2469595928,ev_e8d5e6187126,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0005,700,sol_3ea1d27e1ee64ee7,ev_e8d8cb4f68ba,hm_f442e5139114,5.110228538513184,False
0.0,0.0005,700,sol_7a3c8acaecdeebc3,ev_e8f993265764,hm_7a9cff01f511,1.3094466924667358,False
0.02,0.0003,400,sol_4e31eafff48694e3,ev_e92bd4ba6e12,hm_1602ff939866,1.4999414682388306,False
0.05,0.0005,100,sol_1afcc2a8ca24fd38,ev_e93892f3376b,hm_af8fc4d5852f,1.2213712930679321,False
0.02,0.0001,700,sol_e5df2d9a97edec97,ev_e93e1dbdbe58,hm_979a58ab8892,4.406492710113525,False
0.02,0.0005,1000,sol_81e28f31e441122e,ev_e942a7c654b2,hm_f442e5139114,4.493740558624268,False
0.01,0.0003,100,sol_3748082db5ca2518,ev_e9685ac66aa0,hm_3298667cddaa,0.5669761896133423,False
0.0,0.0005,100,sol_aa7d1bbd0d154ab1,ev_e9690135dda9,hm_7a9cff01f511,0.5669754147529602,False
0.01,0.0001,200,sol_a2dbf47d086f45d3,ev_e96b7b50fee4,hm_844cdcf42c7e,0.5669639706611633,False
0.0,0.0005,50,sol_dfe0650f9495ccca,ev_e9928bc84dbd,hm_7a9cff01f511,0.566979706287384,False
0.01,0.0005,1000,sol_0e3ec0996863aba6,ev_e99e1c6c43a5,hm_bd4d3751a16f,1.5000141859054565,False
0.02,0.0003,20,sol_fbbfb259efc3058d,ev_e9a2d57087d9,hm_1602ff939866,0.4545454680919647,False
0.01,0.0001,700,sol_b8dfb5f7dd8193e1,ev_e9f7492767ac,hm_844cdcf42c7e,1.1577479839324951,False
0.05,0.0005,20,sol_fd41b393e477b444,ev_e9f95917be77,hm_af8fc4d5852f,0.4545454680919647,False
0.01,0.0005,10,sol_06af892cffe55938,ev_ea053ae7f422,hm_bd4d3751a16f,0.4545454680919647,False
0.02,0.0005,50,sol_3cf75dea92f3b2d2,ev_ea197fff0ccd,hm_f442e5139114,0.9519582986831665,False
0.05,0.0005,50,sol_dacc693bfeec9eb5,ev_ea2037c42e69,hm_af8fc4d5852f,1.7434828281402588,False
0.05,0.0003,1000,sol_c7627ed16fca0c08,ev_ea24b20608e3,hm_8c986396d3ec,933.4048461914062,True
0.05,0.0005,1000,sol_61084863706f5b6c,ev_ea3cb21a873d,hm_af8fc4d5852f,822.6375732421875,True
0.02,0.0001,10,sol_b9859f4982027a64,ev_ea432867493d,hm_979a58ab8892,0.4545454680919647,False
0.05,0.0001,100,sol_446a48fe4ed8e8ad,ev_ea5717d18bfe,hm_9108b6e19b67,1.4660253524780273,False
0.01,0.0005,400,sol_a5365022a143e474,ev_ea61ae47a54b,hm_bd4d3751a16f,1.327142596244812,False
0.0,0.0003,20,sol_9a98a6113582669a,ev_ea6edfe0443e,hm_a0f8ed47a107,0.4545454680919647,False
0.02,0.0003,200,sol_9eab4797cce51472,ev_ea8fb4c85a38,hm_1602ff939866,0.7451509237289429,False
0.02,0.0003,200,sol_25324ad713be3f8c,ev_eaa8c0b6d448,hm_1602ff939866,1.4999781847000122,False
0.05,0.0003,10,sol_958b20e65bb8341b,ev_eada4fd79f57,hm_8c986396d3ec,0.5670102834701538,False
0.0,0.0003,400,sol_22c20f65979ff035,ev_eadb5b9537ea,hm_a0f8ed47a107,0.5995621085166931,False
0.01,0.0001,10,sol_c0ab7925fa5bc529,ev_eb10684ddd01,hm_844cdcf42c7e,0.4545454680919647,False
0.05,0.0001,200,sol_0266ec81d595cb2b,ev_eb145bd1ad1a,hm_9108b6e19b67,3.478377103805542,False
0.02,0.0003,20,sol_201f0ef3b9d9da92,ev_eb17363fec40,hm_1602ff939866,0.4545454680919647,False
0.01,0.0005,1000,sol_b149fbafbe02382a,ev_eb4649b9216c,hm_bd4d3751a16f,1.9699894189834595,False
0.02,0.0001,20,sol_f03e43272e6a9e03,ev_eb55fbe43b96,hm_979a58ab8892,0.4545454680919647,False
0.0,0.0005,50,sol_f7ff4bc7d064c123,ev_eb591f86a42d,hm_7a9cff01f511,0.4545454680919647,False
0.02,0.0001,20,sol_4d4da64ece524788,ev_eb5972eac3e2,hm_979a58ab8892,0.4545454680919647,False
0.0,0.0001,1000,sol_cac72b00931450bb,ev_eb6bce4b297c,hm_a00ad2a2c52a,0.4545399844646454,False
0.01,0.0003,50,sol_60cb293212b74557,ev_eb92497df5dc,hm_3298667cddaa,0.4545454680919647,False
0.0,0.0001,100,sol_240b8afcfcfd8eff,ev_ebc8737b8a16,hm_a00ad2a2c52a,0.4545454680919647,False
0.05,0.0003,200,sol_53b0fa2534836a3a,ev_ec15624d4322,hm_8c986396d3ec,10.942837715148926,False
0.01,0.0001,50,sol_420c872e707f4a82,ev_ec1f4cafdfa3,hm_844cdcf42c7e,0.5669794678688049,False
0.02,0.0003,50,sol_746267ff90b711f9,ev_ec3ebcc6dadd,hm_1602ff939866,0.5669869184494019,False
0.0,0.0005,400,sol_faefa89970ff5c79,ev_ec5a1417e1d0,hm_7a9cff01f511,0.599490761756897,False
0.05,0.0003,100,sol_7c7e99e153647382,ev_ec5b896d0f24,hm_8c986396d3ec,1.4188125133514404,False
0.01,0.0005,100,sol_4daf9a92a6d8317e,ev_ec637e255897,hm_bd4d3751a16f,0.4545454680919647,False
0.0,0.0003,400,sol_5897d0f4f109f45f,ev_ec8d6e51e8c2,hm_a0f8ed47a107,0.6286669969558716,False
0.05,0.0003,700,sol_178c818b2909bdb2,ev_ecd742d3cc12,hm_8c986396d3ec,864.6268310546875,True
0.02,0.0003,50,sol_ec11c52577a78ebe,ev_ece003a8a30f,hm_1602ff939866,0.5670003890991211,False
0.02,0.0005,50,sol_4c177766324f2103,ev_eceba005f24b,hm_f442e5139114,0.5669954419136047,False
0.0,0.0001,700,sol_5d996b851ef610c2,ev_ecfb2e321236,hm_a00ad2a2c52a,0.4545454680919647,False
0.01,0.0005,1000,sol_1190170894034198,ev_ed0ae37c2084,hm_bd4d3751a16f,3.553558111190796,False
0.01,0.0001,50,sol_ca7f7a5f66e8be82,ev_ed565e1b3c40,hm_844cdcf42c7e,0.4545454680919647,False
0.02,0.0005,700,sol_fa09e18cad44f574,ev_ed65e171b056,hm_f442e5139114,2.3101046085357666,False
0.02,0.0003,100,sol_058224cb00fbb9ea,ev_ee99407f383b,hm_1602ff939866,0.5999296307563782,False
0.0,0.0001,1000,sol_0fca948daa24fb12,ev_ef0485ae7c1f,hm_a00ad2a2c52a,0.599595308303833,False
0.0,0.0003,100,sol_6dfcefe085c04eb4,ev_ef0fd34f3b0d,hm_a0f8ed47a107,0.4545454680919647,False
0.0,0.0003,400,sol_72bada0748b9f711,ev_ef52862bda8a,hm_a0f8ed47a107,0.5669742822647095,False
0.05,0.0003,100,sol_8b5543cfbd9dc60f,ev_ef7e8cf0488a,hm_8c986396d3ec,1.5000041723251343,False
0.0,0.0003,700,sol_65611cacfdfa3051,ev_efa044a05d22,hm_a0f8ed47a107,0.7606915235519409,False
0.02,0.0005,400,sol_f5fe21ceef24fa25,ev_efaaec4be3ac,hm_f442e5139114,1.634579062461853,False
0.05,0.0005,1000,sol_12bf0609efc5dc34,ev_efbfc79f2643,hm_af8fc4d5852f,1077.352783203125,True
0.05,0.0005,400,sol_7ebb567935031edb,ev_efce706b9f88,hm_af8fc4d5852f,52.81816482543945,True
0.0,0.0001,1000,sol_3ad82a5570d23374,ev_efe13c9055e9,hm_a00ad2a2c52a,0.5641965270042419,False
0.05,0.0003,700,sol_b1b4bb04a60673f5,ev_f018fdb55407,hm_8c986396d3ec,631.0,True
0.0,0.0003,400,sol_4b60fbb1e2e6a15a,ev_f01b4e66b7c1,hm_a0f8ed47a107,0.5669751763343811,False
0.05,0.0001,100,sol_be8bf48668670109,ev_f052c5c4fff9,hm_9108b6e19b67,0.8733305335044861,False
0.01,0.0001,1000,sol_eb0ceeca9bbc2683,ev_f0625840f5fe,hm_844cdcf42c7e,1.4350528717041016,False
0.01,0.0003,700,sol_2eea41d75d62478d,ev_f066ceae74c6,hm_3298667cddaa,1.5528624057769775,False
0.05,0.0001,700,sol_873e475fc7da3b6c,ev_f0cd5e9ef2d8,hm_9108b6e19b67,928.6954956054688,True
0.01,0.0005,400,sol_ecf465d72492e3a1,ev_f0cf16f6d920,hm_bd4d3751a16f,1.499996542930603,False
0.02,0.0005,200,sol_531d8dd23c011aca,ev_f0d410db8130,hm_f442e5139114,1.49998140335083,False
0.05,0.0005,200,sol_564c4a424d6659e6,ev_f0d946a74ce3,hm_af8fc4d5852f,3.1417486667633057,False
0.0,0.0003,700,sol_347e0954635362ae,ev_f0e6c0d3757f,hm_a0f8ed47a107,0.5668882131576538,False
